Participant ID,1_AQ_qn0,1_AQ_qn1,1_AQ_qn2,1_AQ_qn3,1_AQ_qn4,1_AQ_qn5,1_AQ_qn6,1_AQ_qn7,1_AQ_qn8,1_AQ_qn9,2_AQ_qn10,2_AQ_qn11,2_AQ_qn12,2_AQ_qn13,2_AQ_qn14,2_AQ_qn15,2_AQ_qn16,2_AQ_qn17,2_AQ_qn18,2_AQ_qn19,3_AQ_qn20,3_AQ_qn21,3_AQ_qn22,3_AQ_qn23,3_AQ_qn24,3_AQ_qn25,3_AQ_qn26,3_AQ_qn27,3_AQ_qn28,3_AQ_qn29,4_AQ_qn30,4_AQ_qn31,4_AQ_qn32,4_AQ_qn33,4_AQ_qn34,4_AQ_qn35,4_AQ_qn36,4_AQ_qn37,4_AQ_qn38,4_AQ_qn39,5_AQ_qn40,5_AQ_qn41,5_AQ_qn42,5_AQ_qn43,5_AQ_qn44,5_AQ_qn45,5_AQ_qn46,5_AQ_qn47,5_AQ_qn48,5_AQ_qn49,5_AQ_qn50
260,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Definitely agree,Definitely agree,Definitely disagree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely agree,Definitely agree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely agree,Definitely agree,Definitely disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Definitely agree,Slightly disagree,Slightly agree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Definitely agree,Definitely agree
221,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Definitely agree,Slightly agree,Definitely agree,Definitely agree,Definitely agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Slightly disagree,Definitely agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree
249,Definitely disagree,Definitely disagree,Definitely agree,Slightly disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely agree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely agree,Definitely disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely agree,Definitely disagree,Slightly agree,Definitely disagree,Definitely agree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Definitely agree,Definitely disagree,Definitely agree
164,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree
209,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Definitely disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly agree,Definitely agree,Definitely disagree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Definitely disagree,Slightly disagree
84,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Definitely agree,Definitely disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Definitely agree
47,Definitely agree,Definitely agree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Definitely agree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Definitely disagree,Definitely disagree,Definitely agree,Slightly agree,Slightly disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly disagree,Definitely agree,Definitely agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely agree,Definitely disagree,Definitely disagree
293,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree
91,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Definitely agree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Slightly disagree
11,Definitely disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Definitely disagree,Definitely agree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree
327,Definitely disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree
246,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely agree,Slightly disagree,Definitely agree,Definitely agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Definitely agree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Definitely agree,Definitely disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Definitely disagree,Definitely agree,Definitely agree,Slightly disagree,Definitely agree
235,Definitely disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely agree,Definitely disagree,Slightly agree,Definitely disagree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Slightly disagree,Definitely disagree,Definitely agree,Slightly disagree,Definitely agree,Definitely agree,Slightly agree
253,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Definitely agree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree
234,Definitely agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree
165,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Definitely disagree,Definitely agree,Definitely agree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Definitely agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Definitely agree
195,Slightly disagree,Slightly agree,Definitely agree,Definitely agree,Definitely agree,Definitely agree,Definitely disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree
286,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree
289,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree
272,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree
152,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree
46,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree
68,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Definitely agree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Slightly agree
241,Slightly agree,Slightly agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree
32,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree
184,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Definitely agree,Slightly agree,Slightly disagree,Definitely agree,Definitely disagree,Definitely disagree,Definitely agree,Definitely agree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Definitely agree,Slightly agree,,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely disagree,Definitely agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely disagree
149,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly agree
118,Slightly agree,Definitely disagree,Definitely agree,Definitely agree,Definitely agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely agree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Definitely disagree,Definitely agree,Definitely disagree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly agree,Definitely agree,Definitely disagree
179,Definitely disagree,Definitely agree,Slightly disagree,Slightly disagree,Slightly agree,Definitely agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly agree,Definitely agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely agree,Definitely agree,Definitely agree,Definitely disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely disagree
220,Definitely disagree,Slightly agree,Definitely agree,Slightly disagree,Definitely agree,Definitely agree,Slightly disagree,Definitely agree,Slightly disagree,Definitely disagree,Slightly disagree,Definitely agree,Definitely agree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely agree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree
231,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Definitely agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Slightly disagree,Definitely agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Definitely agree,Slightly agree,Slightly agree
132,Slightly disagree,Definitely agree,Slightly agree,Definitely agree,Slightly agree,Definitely agree,Slightly disagree,Slightly disagree,Definitely agree,Definitely disagree,Definitely disagree,Slightly agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Slightly disagree,Slightly disagree,Definitely disagree,Slightly agree,Definitely agree,Definitely agree,Definitely agree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely agree,Slightly disagree,Slightly disagree,Definitely disagree,Definitely disagree
95,Slightly agree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Definitely agree,Slightly disagree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely agree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Definitely agree,Definitely disagree,Slightly disagree,Definitely disagree,Definitely agree,Definitely agree,Definitely agree,Slightly agree,Definitely disagree,Slightly agree,Definitely disagree,Definitely disagree,Slightly agree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree
229,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree
25,Slightly disagree,Slightly agree,Definitely agree,Slightly agree,Definitely disagree,Definitely disagree,Definitely disagree,Slightly agree,Definitely disagree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Slightly agree,Definitely agree,Slightly agree,Slightly agree,Slightly disagree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Definitely disagree,Definitely disagree,Slightly disagree,Definitely disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Definitely agree,Slightly agree,Slightly disagree,Slightly agree,Definitely disagree,Definitely agree,Definitely agree,Slightly agree,Slightly agree,Slightly agree,Definitely agree,Definitely disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Definitely agree,Slightly disagree,Slightly agree,Definitely agree,Slightly agree
